名稱,分類,次分類,類型,定位地址,回報地址,X坐標,Y座標,定位來源
永和巷公園,公共建設,公園,里鄰公園,山西路旁及永和巷交叉口,,217110.4841,2674781.93,Opendata
細公兼兒1,公共建設,公園,里鄰公園,洲際路與洲際二街旁,,217324.817,2677101.683,Opendata
細公兼兒2,公共建設,公園,里鄰公園,昌平路二段與豐樂北二路旁,,217478.1016,2676876.062,Opendata
細公兼兒4,公共建設,公園,里鄰公園,聖母堂旁,,216404.8467,2676068.522,Opendata
細公兼兒5,公共建設,公園,里鄰公園,衛道中學後方,,216839.0973,2675650.189,Opendata
細公1,公共建設,公園,里鄰公園,昌平東七路金源吉古蹟,,218799.6186,2676628.114,Opendata
細公2,公共建設,公園,里鄰公園,崇德六路旁,,217612.1784,2675040.712,Opendata
細公3,公共建設,公園,里鄰公園,崇德六路旁,,217470.7812,2675054.325,Opendata
公22,公共建設,公園,里鄰公園,昌平東六路與昌平五街旁,,218701.3393,2676240.035,Opendata
公34,公共建設,公園,里鄰公園,松竹路三段與豐樂北二路旁,,216442.3752,2676773.589,Opendata
公35,公共建設,公園,里鄰公園,后庄路萊爾富商店旁,,216744.9151,2676387.019,Opendata
公2,公共建設,公園,里鄰公園,敦富?.墩富七街口西側,,220131.0067,2676028.855,Opendata
公3,公共建設,公園,里鄰公園,敦富?.墩富七街口東側,,220288.6781,2676028.082,Opendata
公4,公共建設,公園,里鄰公園,南興?一?.墩富東街口,,220383.6547,2675680.567,Opendata
公兼兒1,公共建設,公園,里鄰公園,南興路.南興?三?道??側,,220101.8863,2676963.326,Opendata
公兼兒2,公共建設,公園,里鄰公園,旱溪路四段.南興?二??側,,220578.2644,2676442.132,Opendata
公兼兒4,公共建設,公園,里鄰公園,南興?.墩富八街口,,220017.763,2676092.665,Opendata
公兼兒5,公共建設,公園,里鄰公園,南興路1228號左側,,220191.0572,2676517.143,Opendata
公兼滯1,公共建設,公園,里鄰公園,南興路1336號對面,,220091.7495,2676829.006,Opendata
公兼滯2,公共建設,公園,里鄰公園,南興路923號左側,,220101.3502,2676515.67,Opendata
公兼滯3,公共建設,公園,里鄰公園,南興?.南興北二路南側,,220018.6258,2676357.027,Opendata
公兼滯4,公共建設,公園,里鄰公園,南興?.墩富八街南側,,220012.7741,2676039.404,Opendata
公兼滯5,公共建設,公園,里鄰公園,南興?.南興北一路北側,,219961.578,2675754.439,Opendata
公兼滯6,公共建設,公園,里鄰公園,松竹路一段.敦富東街東側,,220572.1262,2675293.432,Opendata
公兼滯7,公共建設,公園,里鄰公園,松竹路一段.南興?東側,,219981.2233,2675291.235,Opendata
綠3,公共建設,公園,里鄰公園,崇德路三段與崇德九路口(北),,218160.3109,2675809.75,Opendata
綠20,公共建設,公園,里鄰公園,旱溪東路三段與松竹五路交叉口,,220629.0164,2674356.803,Opendata
水湳公園,公共建設,公園,里鄰公園,大連路與麻園頭溪口,,217049.307,2674645.183,Opendata
綠15,公共建設,公園,里鄰公園,同榮路31號前,,215521.0339,2676466.688,Opendata
綠兼兒1,公共建設,公園,里鄰公園,松竹路一段與東山路一段口,,222579.8012,2674759.03,Opendata
細綠,公共建設,公園,里鄰公園,昌平路二段與洲際二街旁,,217370.4899,2676995.477,Opendata
綠4,公共建設,公園,里鄰公園,崇德十路一段與昌平東七路旁,,218904.075,2675570.984,Opendata
綠地,公共建設,公園,里鄰公園,敦富路.南興北三路北側,,220196.3414,2677001.891,Opendata
綠地,公共建設,公園,里鄰公園,南興?三?.敦富路東側,,220343.574,2676872.114,Opendata
綠地,公共建設,公園,里鄰公園,敦富東街.墩富十二街北側,,220373.5838,2676794.636,Opendata
綠地,公共建設,公園,里鄰公園,敦富東街.墩富十街北側,,220444.4569,2676582.4,Opendata
補鼎仔公園,公共建設,公園,里鄰公園,旱溪西路四段南興北二路南側,,220576.7676,2676357.078,Opendata
綠78,公共建設,公園,里鄰公園,環中東路三段.太原路三段口,,221550.9701,2673131.352,Opendata
三光公園,公共建設,公園,里鄰公園,北屯路200巷與九龍街交叉口,,219180.5771,2673488.479,Opendata
大德公園,公共建設,公園,里鄰公園,平德路28號前,,216659.0898,2675183.128,Opendata
清平公園,公共建設,公園,里鄰公園,四平路27號邊,,216482.9439,2674807.43,Opendata
仁和廣福公園,公共建設,公園,里鄰公園,崇德路3段317巷124弄101號口,,217777.7441,2676051.829,Opendata
四平公園,公共建設,公園,里鄰公園,后庄路1046巷36號,,217490.7995,2676343.206,Opendata
昌平公園,公共建設,公園,里鄰公園,四平路與昌平路附近,,217775.6629,2676209.212,Opendata
陸光公園,公共建設,公園,里鄰公園,豐樂路8之21號對面,,217894.8561,2676534.995,Opendata
仁愛公園,公共建設,公園,里鄰公園,四平路與水湳路口,,216894.1956,2675184.682,Opendata
水景公園,公共建設,公園,里鄰公園,東山路一段207巷13弄旁,,220833.9931,2674326.146,Opendata
原住民主題公園,公共建設,公園,里鄰公園,景賢路與景賢二路,,221167.7624,2673622.196,Opendata
景美公園,公共建設,公園,里鄰公園,旱溪東路三段與軍福18路,,220646.1862,2674749.712,Opendata
景倡公園,公共建設,公園,里鄰公園,旱溪東路三段與東山路一段147巷21弄口,,220114.4853,2673969.582,Opendata
瀋陽公園,公共建設,公園,里鄰公園,大連路1段與瀋陽北路,,216711.1522,2674637.665,Opendata
三十張犁公園,公共建設,公園,里鄰公園,三光巷與太原路三段口,,219191.6016,2673277.253,Opendata
旅順公園,公共建設,公園,里鄰公園,旅順路與柳陽西街口,,218710.9539,2674285.474,Opendata
豐田公園,公共建設,公園,里鄰公園,遼寧路與大連路口,,219157.3045,2674330.017,Opendata
平安公園,公共建設,公園,里鄰公園,天津路4段與柳陽西街口,,218407.8079,2673757.75,Opendata
東新公園,公共建設,公園,里鄰公園,梅川東路與旅順路口,,217556.5479,2674482.541,Opendata
崇德公園,公共建設,公園,里鄰公園,天津路3段與文昌東5街口,,217868.3817,2673812.008,Opendata
平興公園,公共建設,公園,里鄰公園,柳陽東街與遼寧路交叉口,,219155.8738,2674888.096,Opendata
同榮公園,公共建設,公園,里鄰公園,同榮路235號前,,215790.4834,2676943.266,Opendata
兒170,公共建設,公園,里鄰公園,同榮路與新興路口,,215554.8072,2676527.187,Opendata
同順公園,公共建設,公園,里鄰公園,同榮路與中清路2段1226巷30弄口,,215547.1051,2676576.823,Opendata
后庄公園,公共建設,公園,里鄰公園,中清路112巷,,215739.9571,2676211.872,Opendata
兒166公園,公共建設,公園,里鄰公園,后庄公園邊籃球場,,215710.385,2676250.374,Opendata
石頭公公園,公共建設,公園,里鄰公園,正道街與松竹一路口,,221985.5919,2674997.085,Opendata
和平公園,公共建設,公園,里鄰公園,松竹路一段與軍福16路口(和平段140地號),,222655.8309,2674563.962,Opendata
和祥公園,公共建設,公園,里鄰公園,近和祥街與軍福11路口(和平段493地號),,222271.2946,2673852.025,Opendata
和順公園,公共建設,公園,里鄰公園,和順路與和順路458巷,,221846.3506,2674767.552,Opendata
和福公園,公共建設,公園,里鄰公園,軍福十路與和福路,,221857.015,2673944.43,Opendata
梨仔園公園(經補庫兒童公園),公共建設,公園,里鄰公園,近祥順西路二段與東山路一段口(和平段122地號),,222830.2624,2674499.281,Opendata
陳平公園,公共建設,公園,里鄰公園,陳平路與陳平一街,,216181.8476,2675598.577,Opendata
東光公園(前名福光公園),公共建設,公園,里鄰公園,東山路一段33巷底,,219435.3965,2673997.827,Opendata
錦上公園,公共建設,公園,里鄰公園,近東山路一段與東山路一段91巷口,,219721.659,2673917.696,Opendata
松竹公園,公共建設,公園,里鄰公園,崇德五路146巷與崇德六路,,218255.2849,2674983.331,Opendata
松和公園,公共建設,公園,里鄰公園,崇德六路1段151號,,218682.3371,2674993.57,Opendata
松勇公園,公共建設,公園,里鄰公園,松明街16號前,,219668.8672,2675604.992,Opendata
九甲公園,公共建設,公園,里鄰公園,遼寧路2段30號附近,,219120.6304,2675501.624,Opendata
建功公園,公共建設,公園,里鄰公園,軍和街旁,,221297.8235,2674678.83,Opendata
雷虎公園,公共建設,公園,里鄰公園,雷中街19巷34弄,,216229.1712,2675247.936,Opendata
祥和公園,公共建設,公園,里鄰公園,建和路與軍福七路口,,221815.5122,2673356.978,Opendata
廍子公園,公共建設,公園,里鄰公園,廍子路與景賢路交叉口,,222777.1988,2673636.523,Opendata
兒186,公共建設,公園,里鄰公園,昌平路二段與豐樂北二路旁,,217507.0936,2676937.684,Opendata
平昌公園,公共建設,公園,里鄰公園,青島路四段.漢口路五段,,218565.8427,2673588.061,Opendata
仁和公園,公共建設,公園,里鄰公園,崇德路三段與崇德九路口(南),,218165.5089,2675681.156,Opendata
陸光九村廣場,公共建設,公園,里鄰公園,豐樂路26號旁(仁美活動中心旁),,218509.6049,2676593.092,Opendata
廣三停車場,公共建設,公園,里鄰公園,昌平路與北平路口(東光市場對面),,218581.6712,2673945.642,Opendata
松榮公園,公共建設,公園,里鄰公園,松竹路一段與松竹二路口,,221298.5227,2675175.99,Opendata
松茂後花園,公共建設,公園,里鄰公園,松茂段697-1. 697-2. 699. 702. 761. 762.,,219216.9089,2675766.443,Opendata
溪南公園,公共建設,公園,里鄰公園,?子路底與太平區交界,,223468.0526,2672713.439,Opendata
三村福德公園,公共建設,公園,里鄰公園,豐原大道一段625街口,,219979.8926,2681385.016,Opendata
中陽公園,公共建設,公園,里鄰公園,自立街.自成街口,,222078.7754,2682850.405,Opendata
中興公園,公共建設,公園,里鄰公園,大明路236巷64號對面,,220483.3204,2682076.713,Opendata
西勢公園(成功路重劃區公兒，位於西勢里),公共建設,公園,里鄰公園,位於成功路兩側細部計畫重劃區內(中興路279巷與圓環南路1巷交會口),,220753.4459,2682225.336,Opendata
北陽公園,公共建設,公園,里鄰公園,中陽路537巷口斜對面,,223273.1677,2682703.348,Opendata
豐東公園,公共建設,公園,里鄰公園,豐東路118巷18號,,222614.8155,2682423.517,Opendata
田心公園(細公1,公共建設,公園,里鄰公園,市政路2號對面，區公所對面,,221446.3972,2681913.374,Opendata
消防公園,公共建設,公園,里鄰公園,豐原大道七段與仁洲街交會口,,220956.1021,2684089.543,Opendata
葫蘆墩公園(第2區),公共建設,公園,里鄰公園,文賢街76號對面,,221433.8635,2683704.815,Opendata
葫蘆墩公園(第3區),公共建設,公園,里鄰公園,圓環北路一段125號,,221200.3568,2683520.664,Opendata
葫蘆墩公園(第4區),公共建設,公園,里鄰公園,圓環北路一段47號,,220939.8779,2683456.849,Opendata
葫蘆墩公園(第5區),公共建設,公園,里鄰公園,圓環西路176號對面,,220472.504,2683415.73,Opendata
葫蘆墩公園(第1區),公共建設,公園,里鄰公園,圓環北路2段26號，豐原國中對面,,221639.6588,2683896.113,Opendata
社皮公園,公共建設,公園,里鄰公園,社興五街2號,,220011.5128,2682266.093,Opendata
三陽運動公園,公共建設,公園,里鄰公園,北陽路35號,,222790.0035,2683014.706,Opendata
慈濟公園,公共建設,公園,里鄰公園,豐東路539號,,222764.6862,2683525.543,Opendata
武明山公園,公共建設,公園,里鄰公園,南陽路1-1號旁,,222983.9378,2681463.365,Opendata
南陽公園,公共建設,公園,里鄰公園,永康路181巷2號,,222153.2851,2681753.26,Opendata
中正公園,公共建設,公園,里鄰公園,水源路1號,,224387.7187,2683371.227,Opendata
南嵩藝文公園,公共建設,公園,里鄰公園,水源路9巷133號,,223897.213,2683005.423,Opendata
翁明公園,公共建設,公園,里鄰公園,直興街236號旁,,222235.4739,2683635.218,Opendata
博愛重劃公園,公共建設,公園,里鄰公園,南陽路543號對面,,221673.9128,2682695.713,Opendata
豐田三角公園,公共建設,公園,里鄰公園,市政路與田心路交會口,,221564.6583,2681738.591,Opendata
豐圳公園,公共建設,公園,里鄰公園,成功路520號,,220277.839,2683119.875,Opendata
童樂園,公共建設,公園,里鄰公園,中興路201號,,220801.4653,2682415.952,Opendata
隆豐公兒公園(1),公共建設,公園,里鄰公園,隆豐街68號對面,,221942.5774,2683656.949,Opendata
隆豐公兒公園(2),公共建設,公園,里鄰公園,隆豐街28巷23號,,221877.1755,2683600.263,Opendata
翁子公園,公共建設,公園,里鄰公園,豐勢路二段408巷97弄,,224617.2994,2684615.888,Opendata
成功綠地,公共建設,公園,里鄰公園,位於成功路兩側細部計畫重劃區內,,220374.1838,2682091.006,Opendata
綠山園道,公共建設,公園,里鄰公園,綠山三街及綠山五街兩側,,223003.3933,2681600.771,Opendata
墩腳綠園,公共建設,公園,里鄰公園,中正路277巷內,,221197.3121,2682872.327,Opendata
育德街綠地,公共建設,公園,里鄰公園,育德街旁,,221360.3271,2681584.06,Opendata
怡然園,公共建設,公園,里鄰公園,圓環西路43巷旁,,220295.8557,2682850.155,Opendata
綠20,公共建設,公園,里鄰公園,中正路及豐原大道交會口(豐富專案),,219841.3156,2682742.468,Opendata
綠21,公共建設,公園,里鄰公園,中正路及豐原大道交會口(豐富專案),,219942.8606,2682742.252,Opendata
三村兒童公園,公共建設,公園,里鄰公園,互助街與同心街交會口,,220217.2211,2681382.19,Opendata
怡松園,公共建設,公園,里鄰公園,中陽路與中陽東街交會口,,222950.1627,2682443.14,Opendata
西湳兒童遊戲場,公共建設,公園,里鄰公園,葫蘆墩一街與葫蘆墩二街交會口,,221425.2012,2684141.971,Opendata
南村公園,公共建設,公園,里鄰公園,北陽二街25號邊,,223206.6023,2682997.299,Opendata
永康公園,公共建設,公園,里鄰公園,豐原大道三段與永康路263弄交會口,,222308.2167,2681578.3,Opendata
翁社公園,公共建設,公園,里鄰公園,萬年路109巷巷底,,223302.2671,2684941.593,Opendata
中山里小公園,公共建設,公園,里鄰公園,中正路211巷55號北邊,,221369.7125,2682861.456,Opendata
育英兒童公園,公共建設,公園,里鄰公園,育英路100巷28弄31號對面,,221104.4435,2681898.34,Opendata
忠勤新村綠地,公共建設,公園,里鄰公園,中正路及豐原大道交會口,,219945.4931,2682882.237,Opendata
豐陽綠地,公共建設,公園,里鄰公園,朝陽路底(翁子國小後方),,224051.6475,2684162.165,Opendata
怡園,公共建設,公園,里鄰公園,中山路市前街及中興路交會口處,,221100.1455,2682579.253,Opendata
丘逢甲公園,公共建設,公園,里鄰公園,水源路坪頂巷30號斜對面,,224841.6475,2684081.109,Opendata
上新里綠地,公共建設,公園,里鄰公園,東勢客家文化園區旁,,233164.9295,2683011.311,Opendata
中正公園,公共建設,公園,里鄰公園,豐勢路及中正路口,,232078.9781,2683929.665,Opendata
東新里公園,公共建設,公園,里鄰公園,東蘭路26-13,,232496.8243,2684197.05,Opendata
泰昌里公園,公共建設,公園,里鄰公園,泰昌街旁,,233217.3622,2682528.151,Opendata
廣興里公園,公共建設,公園,里鄰公園,勢林街126號,,232729.1417,2683953.665,Opendata
